catalog_id,provider,program,mtss_tier,grade_band,grade_level,sequence_type,pathway_or_unit,unit_or_focus_area,lesson_or_item_number,item_title,item_type,recommended_role,default_duration_minutes,casel_competencies,pulse_skill_tags,behavior_support_function,licensed_content_key,implementation_status,source_url,notes
SS-CAT-0135,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 6,Lesson,"Unit 3: Thoughts, Emotions & Decisions","Unit 3: Thoughts, Emotions & Decisions",15,Emotions and Your Brain,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making","SEL; behavior; school climate; Thoughts, Emotions & Decisions",Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0136,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 6,Lesson,"Unit 3: Thoughts, Emotions & Decisions","Unit 3: Thoughts, Emotions & Decisions",16,How Emotions Affect Your Decisions,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making","SEL; behavior; school climate; Thoughts, Emotions & Decisions",Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0137,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 6,Lesson,"Unit 3: Thoughts, Emotions & Decisions","Unit 3: Thoughts, Emotions & Decisions",17,Managing Your Emotions,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making","SEL; behavior; school climate; Thoughts, Emotions & Decisions",Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0138,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 6,Lesson,"Unit 3: Thoughts, Emotions & Decisions","Unit 3: Thoughts, Emotions & Decisions",18,What Works Best for You?,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making","SEL; behavior; school climate; Thoughts, Emotions & Decisions",Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0139,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 6,Lesson,"Unit 3: Thoughts, Emotions & Decisions","Unit 3: Thoughts, Emotions & Decisions",19,Raising Awareness About Managing,Performance Task,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making","SEL; behavior; school climate; Thoughts, Emotions & Decisions",Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0140,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 6,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,20,You’re Changing,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0141,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 6,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,21,Why Conflicts Escalate,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0142,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 6,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,22,Considering Multiple Perspectives,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0143,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 6,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,23,Respectful Communication,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0144,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 6,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,24,Resolving Challenging Conflicts,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0145,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 6,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,25,Making Amends,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0146,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 6,Lesson,Unit 4: Managing Relationships & Social Conflict,Unit 4: Managing Relationships & Social Conflict,26,Conflict Solvers,Performance Task,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Managing Relationships & Social Conflict,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0147,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 7,Lesson,Unit 1: Mindsets & Goals,Unit 1: Mindsets & Goals,1,Designing Your Future,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Mindsets & Goals,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0148,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 7,Lesson,Unit 1: Mindsets & Goals,Unit 1: Mindsets & Goals,2,Creating New Pathways in Your Brain,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Mindsets & Goals,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0149,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 7,Lesson,Unit 1: Mindsets & Goals,Unit 1: Mindsets & Goals,3,Learning from Obstacles,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Mindsets & Goals,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0150,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 7,Lesson,Unit 1: Mindsets & Goals,Unit 1: Mindsets & Goals,4,Identifying Obstacles,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Mindsets & Goals,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0151,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 7,Lesson,Unit 1: Mindsets & Goals,Unit 1: Mindsets & Goals,5,Overcoming Obstacles,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Mindsets & Goals,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0152,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 7,Lesson,Unit 1: Mindsets & Goals,Unit 1: Mindsets & Goals,6,Creating an If–Then Plan,Core Lesson,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Mindsets & Goals,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
SS-CAT-0153,Committee for Children / Second Step,Second Step Middle School Digital,Tier 1 Universal,6-8,Grade 7,Lesson,Unit 1: Mindsets & Goals,Unit 1: Mindsets & Goals,7,Reflecting on Your If–Then Plan,Performance Task,Classroom Teacher / Advisory Teacher,30,"Self-Awareness, Self-Management, Social Awareness, Relationship Skills, Responsible Decision-Making",SEL; behavior; school climate; Mindsets & Goals,Universal prevention / classroom climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Official lesson content not included; catalog row for Pulse EDU scheduling and tagging.
